prefix,first_name,last_name,gender,phone_number,email,vehicle_description,vehicle_brand,manufacturing_year,model_name,vehicle_type,vehicle_condition,transmission_type,engine_capacity,drive_type,fuel_type,fuel_consumption,kilometres_driven,vehicle_colour,secondary_address,building_number,street_name,street_suffix,location,engine_cylinders,body_type,doors,seats,price
Miss,Adah,Wadhwa,f,+61.439.585.407,jstewart@example.org,2009 Mitsubishi Lancer VR,Mitsubishi,2009.0,Lancer,Sedan,USED,Manual,"4 cyl, 2 L",Front,Unleaded,7.7 L / 100 km,134558,Silver / Black,188/,1,Tucker Extension,Quad,"Minchinbury, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,11995
Dr.,Randy,Davis,m,0406.142.679,grobinson@example.org,2013 Audi TT 2.0 Tfsi Quattro,Audi,2013.0,TT,Coupe,USED,Automatic,"4 cyl, 2 L",AWD,Premium,7.2 L / 100 km,96634,White / -,Unit 93 ,254,James Expressway,Anchorage,"Granville, NSW",4 cyl,Coupe, 2 Doors, 4 Seats,31950
Miss,Kimberly,Hawkins,f,0439.628.793,manningwilliam@example.com,2017 Ford Focus RS Limited Edition,Ford,2017.0,Focus,Hatchback,USED,Manual,"4 cyl, 2.3 L",AWD,Premium,8.1 L / 100 km,35218,Blue / Black,Level 0 ,246,Wesley Extension,Subway,"Southport, QLD",4 cyl,Hatchback, 5 Doors, 5 Seats,53987
Mr.,David,Brewer,m,+61305309343,hansenemily@example.net,2017 Mitsubishi Lancer Black Edition (es),Mitsubishi,2017.0,Lancer,Sedan,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.4 L / 100 km,105931,Grey / Grey,6/,0,Anthony Follow,Range,"Berwick, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,21999
Mrs.,Sara,Perkins,f,(02)-0949-8365,sball@example.net,2010 Volkswagen Golf R VI Auto 4MOTION MY11,Volkswagen,2010.0,Golf,Redline Motor Group PTY LTD,USED,Automatic,-,AWD,Unleaded,-,147577,Blue / -,Apt. 355 ,389,Robert Quays,Freeway,"Minchinbury, NSW",-,Hatchback,,,18800
Mr.,Joseph,Jones,m,+61.3.1677.8904,gonzalezmiguel@example.net,2017 Mitsubishi Triton GLX (4X4),Mitsubishi,2017.0,Triton,Ute / Tray,USED,Automatic,"4 cyl, 2.4 L",4WD,Diesel,7.5 L / 100 km,97000,White / -,5/,9,Delgado Rise,Upper,"Hindmarsh, SA",4 cyl,Ute / Tray, 2 Doors, 5 Seats,31999
Dr.,Manuel,Barber,m,+61.458.218.016,woodjerry@example.org,2015 Mazda 2 Maxx,Mazda,2015.0,2,Sedan,USED,Manual,"4 cyl, 1.5 L",Front,Unleaded,5.2 L / 100 km,114245,Blue / Black Cloth,Unit 55 ,84,Sanders Mount,Gap,"Edwardstown, SA",4 cyl,Sedan, 4 Doors, 5 Seats,14990
,Nicholas,Frey,u,7399.1388,stephenspatricia@example.net,2014 Volkswagen Polo 66 TSI Trendline,Volkswagen,2014.0,Polo,Hatchback,USED,Manual,"4 cyl, 1.2 L",Front,Premium,4.8 L / 100 km,118839,Silver / -,216/,1,Jill Grove,Basin,"Ermington, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,10990
,Dana,Ortega,u,03 7138 3159,donald26@example.com,2008 Toyota Landcruiser Prado GXL (4X4),Toyota,2008.0,Landcruiser,SUV,USED,Manual,"4 cyl, 3 L",4WD,Diesel,9.2 L / 100 km,207000,Silver / -,Apt. 868 ,27,Bridget Green,Square,"Rosewater, SA",4 cyl,SUV, 4 Doors, 8 Seats,27950
Mr.,Vincent,Reyes,m,(08) 8627 0075,elizabethcruz@example.org,2016 Ford Ranger Wildtrak 3.2 (4X4),Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,98772,Grey / -,553/,849,Sanders Mew,Rosebowl,"Winnellie, NT",5 cyl,Ute / Tray, 4 Doors, 5 Seats,47990
,Gerald,Houston,u,(08).7872.9898,emily34@example.net,2016 Nissan Navara ST-X (4X2) (sunroof),Nissan,2016.0,Navara,Ute / Tray,USED,Automatic,"4 cyl, 2.3 L",Rear,Diesel,6.8 L / 100 km,227345,White / Black,Flat 90 ,4,Gomez Lees,Retreat,"Wilston, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,28990
Mr.,Mr.,Alex,m,+61-8-1083-4603,robertpreston@example.net,2008 Toyota Crown GRS204 Athlete G package,Toyota,2008.0,Crown,USED Dealer ad,USED,Automatic,-,Other,Unleaded,-,132287,Black / -,080/,234,Kaitlyn Lookout,Circlet,"Lyndhurst, VIC",-,,,,21999
Dr.,David,Stephens,m,0209844055,rachelreynolds@example.net,2015 Mazda CX-3 S Touring (fwd),Mazda,2015.0,CX-3,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.1 L / 100 km,120328,Red / Leather,Unit 85 ,5,Heath Mount,Highroad,"Edgeworth, NSW",4 cyl,SUV, 4 Doors, 5 Seats,19990
Dr.,Stephanie,Phillips,f,(08)-2500-9893,karen41@example.com,2013 Hyundai I30 Elite,Hyundai,2013.0,I30,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,6.9 L / 100 km,112315,White / -,682/,32,Linda Roadside,Ramp,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,16990
Mr.,Gregory,Walker,m,0428.362.830,quinnsarah@example.org,2015 Toyota Hilux SR (4X4),Toyota,2015.0,Hilux,Ute / Tray,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.7 L / 100 km,291645,Silver / -,Apt. 515 ,17,Kevin Centreway,Tor,"Coopers Plains, QLD",4 cyl,Ute / Tray, 4 Doors, 5 Seats,27990
Mr.,Isaiah,Floyd,m,3824-0043,nrodriguez@example.net,2017 Volkswagen Golf Alltrack DSG 4MOTION 132TSI,Volkswagen,2017.0,Golf,Sydney City Volkswagen Pre Owned,USED,Automatic,-,Other,Premium,-,58180,Grey / Black,16/,82,Alexis Close,Green,"Mascot, NSW",-,Wagon,,,28990
,Todd,Wu,u,07.4368.9410,nfisher@example.org,2014 Honda CR-V VTI (4X4),Honda,2014.0,CR-V,SUV,USED,Automatic,"4 cyl, 2.4 L",4WD,Unleaded,8.7 L / 100 km,136236,Grey / -,Level 7 ,512,Bennett Common,Circlet,"Warwick Farm, NSW",4 cyl,SUV, 4 Doors, 5 Seats,18911
Mr.,Jorge,Powell,m,+61-488-576-221,markmack@example.com,2014 Holden Cruze Equipe,Holden,2014.0,Cruze,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.4 L / 100 km,119494,Grey / -,513/,5,Steven Driveway,Point,"Point Cook, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,11999
,Bryan,Ray,u,3986 8123,whitedavid@example.com,2004 Nissan Skyline 350GT,Nissan,2004.0,Skyline,Coupe,USED,Automatic,"6 cyl, 3.5 L",Rear,-,-,60900,- / -,41/,88,Dwayne Heights,Brae,"New Lambton, NSW",6 cyl,Coupe, 2 Doors,,16990
Mrs.,Jabulani,Bukhosini,f,0411.607.890,kristytaylor@example.net,2011 Nissan Serena Rider,Nissan,2011.0,Serena,Autonomos Wyndham,USED,Automatic,-,Other,-,-,134513,Black / Black,Level 5 ,2,Donald Cruiseway,Rise,"Truganina, VIC",-,Commercial,,,16995
Dr.,Amanda,Reyes,f,07.6188.5695,hguerra@example.com,2001 Nissan Patrol ST (4X4),Nissan,2001.0,Patrol,SUV,USED,Manual,"4 cyl, 3 L",4WD,Diesel,0 L / 100 km,309774,White / -,74/,2,Smith Entrance,Basin,"Kogarah, NSW",4 cyl,SUV, 4 Doors, 7 Seats,16950
,Joseph,Davis,u,1129.7109,durangregory@example.com,2017 Toyota Landcruiser Prado GX 7 Seat (4X4),Toyota,2017.0,Landcruiser,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,8 L / 100 km,120885,White / -,Apt. 937 ,654,Courtney Boulevard,Lees,"Bentley, WA",4 cyl,SUV, 4 Doors, 7 Seats,45984
Dr.,Justin,Henry,m,0407 846 767,pschmidt@example.net,2007 Toyota Land Cruiser Prado GXL (4x4),Toyota,2007.0,Land,Global car connect,USED,Automatic,-,Other,Unleaded,-,310000,White / -,Suite 454 ,7,Bailey Chase,Court,"Seven Hills, NSW",-,Wagon,,,16990
Mrs.,Jill,Lee,f,(02) 2467 4944,matthewdavis@example.org,2014 Renault Trafic 2.0 DCI SWB,Renault,2014.0,Trafic,Commercial,USED,Manual,"4 cyl, 2 L",Front,Diesel,8.3 L / 100 km,255897,White / Grey,Suite 701 ,72,Jones Crossroad,Follow,"West Footscray, VIC",4 cyl,Commercial, 2 Doors, 3 Seats,17990
,Stacey,Lopez,u,(08).8314.8379,johnsonangela@example.net,2015 Mercedes-Benz C250,Mercedes-Benz,2015.0,C250,Sedan,USED,Automatic,"4 cyl, 2 L",Rear,Premium,6 L / 100 km,35500,White / Black,6/,3,Carter Strip,Gully,"Brookvale, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,39999
Dr.,Taylor,Norman,f,+61 441 751 682,nicoleterry@example.net,2015 Hyundai Accent Active,Hyundai,2015.0,Accent,Hatchback,USED,Automatic,"4 cyl, 1.6 L",Front,Unleaded,6.4 L / 100 km,148448,White / Grey,Level 2 ,858,Keith Cutting,Tor,"Phillip, ACT",4 cyl,Hatchback, 5 Doors, 5 Seats,12888
Dr.,Daniel,Schneider,m,(07).9904.0514,christophermurillo@example.org,2009 Holden Commodore SS,Holden,2009.0,Commodore,Seconds Garage,USED,Automatic,-,Rear,Unleaded,-,186000,Black / Black,Unit 08 ,52,Samantha Gully,Stairs,"Fairfield, VIC",-,Wagon,,,19990
,Jared,Madden,u,+61.8.8335.4746,adamsdillon@example.net,2012 Mercedes-Benz Valente,Mercedes-Benz,2012.0,Valente,Wagon,USED,Automatic,"4 cyl, 2.1 L",Rear,Diesel,8.2 L / 100 km,134645,Silver / -,Level 8 ,9,Cody Quadrant,Ground,"Bentley, WA",4 cyl,Wagon, 4 Doors, 8 Seats,29990
Mr.,Melvin,Matthews,m,0417-738-303,courtneyneal@example.net,2016 Mazda 6 Atenza,Mazda,2016.0,6,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,114180,Red / -,74/,488,Jason Ground,Rosebowl,"Bundoora, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,25766
Mrs.,Susan,Jensen,f,(02) 0146 8921,lindseywells@example.com,2013 Nissan Pathfinder TI (4X2),Nissan,2013.0,Pathfinder,SUV,USED,Automatic,"6 cyl, 3.5 L",Front,Premium,9.9 L / 100 km,121963,White / -,Unit 12 ,542,Taylor Gate,Drive,"Newtown, VIC",6 cyl,SUV, 4 Doors, 7 Seats,23990
Mrs.,Jivin,Bhasin,f,(03) 8995 4842,christina25@example.com,2017 Volkswagen Passat Alltrack 140 TDI Wolfsburg EDT,Volkswagen,2017.0,Passat,SUV,USED,Automatic,"4 cyl, 2 L",AWD,Diesel,5.4 L / 100 km,85007,Grey / -,28/,461,Coleman Ramp,Brow,"Launceston, TAS",4 cyl,SUV, 4 Doors, 5 Seats,33990
Dr.,Helen,Ingram,f,0456-933-003,william48@example.com,2015 Hyundai I40 Active Tourer,Hyundai,2015.0,I40,Wagon,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.5 L / 100 km,83239,Silver / -,793/,1,Cooper Mew,Mew,"Sylvania, NSW",4 cyl,Wagon, 4 Doors, 5 Seats,16995
Mrs.,Kimberly,Roberts,f,+61-423-425-070,victoria68@example.org,2012 Mercedes-Benz S-Class CDI BlueTEC,Mercedes-Benz,2012.0,S-Class,USED Dealer ad,USED,Automatic,-,Rear,Diesel,-,117432,Silver / -,Flat 42 ,3,Fitzpatrick Mew,Drive,"Port Melbourne, VIC",-,,,,39888
Dr.,Sílvia,Plana,f,48370167,brian56@example.org,2016 Holden Commodore SS-V Redline,Holden,2016.0,Commodore,Sedan,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,11.8 L / 100 km,150555,Red / Black,821/,3,Taylor Ground,Plateau,"Yallah, NSW",8 cyl,Sedan, 4 Doors, 5 Seats,44950
,Jonathan,Sims,u,02-5338-7805,leejanet@example.com,2009 Mazda CX-9 Luxury,Mazda,2009.0,CX-9,SUV,USED,Automatic,"6 cyl, 3.7 L",4WD,Unleaded,13 L / 100 km,219702,Silver / Black,55/,846,Williams Run,Range,"Penrith, NSW",6 cyl,SUV, 4 Doors, 7 Seats,7999
Mrs.,Mrs.,Peggy,f,+61768135975,richardsonsteven@example.net,2011 Ford Focus Tdci,Ford,2011.0,Focus,Hatchback,USED,Automatic,"4 cyl, 2 L",Front,Diesel,5.9 L / 100 km,205240,Blue / -,Suite 655 ,5,Vasquez Centreway,Parklands,"Williamstown North, VIC",4 cyl,Hatchback, 5 Doors, 5 Seats,7999
Mrs.,Sarah,Cummings,f,0238957154,amanda96@example.net,2005 Toyota Corolla Ascent Seca,Toyota,2005.0,Corolla,Hatchback,USED,Automatic,"4 cyl, 1.8 L",Front,Unleaded,7.8 L / 100 km,257811,Blue / -,1/,8,Thomas Wade,Heights,"Adamstown, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,7990
Mr.,Steve,Christian,m,03.7406.7360,smithadam@example.org,2011 Holden Cruze SRI,Holden,2011.0,Cruze,Sedan,USED,Manual,"4 cyl, 1.4 L",Front,Unleaded,6.4 L / 100 km,161091,Blue / Dark Grey & Blue,Unit 98 ,9,Derek Bridge,Avenue,"EPPING, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,6950
,Jack,James,u,08 9174 9657,andrewgilbert@example.com,2016 Ford Ranger XLT 3.2 (4X4),Ford,2016.0,Ranger,Ute / Tray,USED,Automatic,"5 cyl, 3.2 L",4WD,Diesel,9 L / 100 km,198000,Grey / -,0/,39,Robert Byway,Service Way,"Coopers Plains, QLD",5 cyl,Ute / Tray, 4 Doors, 5 Seats,35999
Dr.,Anthony,White,m,0496-102-324,maria37@example.com,2014 Toyota Voxy Hybrid,Toyota,2014.0,Voxy,My Car Choice,USED,Automatic,-,Other,Unleaded,-,103920,Black / Black,70/,4,Laura Circuit,Gate,"Greenacre, NSW",-,Wagon,,,33999
,Tracey,Washington,u,+61280828016,gina87@example.com,2013 Holden Colorado 7 LTZ (4X4),Holden,2013.0,Colorado,SUV,USED,Automatic,"4 cyl, 2.8 L",4WD,Diesel,9.4 L / 100 km,354192,Grey / -,Flat 18 ,3,Pena Circus,Riverway,"Coopers Plains, QLD",4 cyl,SUV, 4 Doors, 7 Seats,18999
Dr.,Mary,Castillo,f,9371-5576,ylewis@example.net,2013 Subaru Forester XT Lineartronic AWD Premium,Subaru,2013.0,Forester,Hills Motor Group,USED,Automatic,-,Other,Premium,-,66851,White / -,Apt. 510 ,663,Jefferson Approach,Vale,"Blacktown, NSW",-,Wagon,,,28999
Dr.,April,Smith,f,02.6125.7246,dmorgan@example.net,2013 Mitsubishi Outlander ES (4X2),Mitsubishi,2013.0,Outlander,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,141211,Blue / Black,Flat 30 ,9,Eugene Cruiseway,Part,"Granville, NSW",4 cyl,SUV, 4 Doors, 5 Seats,14984
Dr.,Rebecca,Gomez,f,6323.2500,vbryan@example.com,2008 Mitsubishi Delica D:5,Mitsubishi,2008.0,Delica,Sun Origin Motors,USED,Automatic,-,Other,Unleaded,-,129950,Silver / -,Apt. 108 ,7,Kimberly Roadway,Way,"Arncliffe, NSW",-,Commercial,,,19900
,Melissa,Miller,u,4194.1734,thomasolson@example.org,2013 Toyota Alphard SR C HYBRID E-Four,Toyota,2013.0,Alphard,RV Motors,USED,Automatic,-,Other,Other,-,102000,White / Black Leather,Level 2 ,6,Collier Glade,Block,"Concord, NSW",-,Wagon,,,46990
Mrs.,Jennifer,Baker,f,+61 444 408 700,hoffmanlynn@example.net,2013 Volvo XC60 T5,Volvo,2013.0,XC60,SUV,USED,Automatic,"4 cyl, 2 L",Front,Premium,8.7 L / 100 km,109645,Brown / Beige,00/,1,Nicole Break,Expressway,"Fyshwick, ACT",4 cyl,SUV, 4 Doors, 5 Seats,17890
Mr.,Jason,Copeland,m,+61 482 221 278,amyparker@example.com,2014 Lexus IS300H Luxury Hybrid,Lexus,2014.0,IS300H,Sedan,USED,Automatic,"4 cyl, 2.5 L",Rear,Hybrid,4.9 L / 100 km,135000,White / Black,Unit 07 ,1,Elliott Colonnade,Stairs,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,25990
Dr.,Laurie,Carpenter,f,+61.7.1166.4080,qreed@example.org,2014 Subaru WRX (AWD),Subaru,2014.0,WRX,Sedan,USED,Manual,"4 cyl, 2 L",AWD,Premium,9.2 L / 100 km,125628,White / Cloth,33/,57,Victor Esplanade,Link,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,28990
,Michael,Martin,u,6162-4061,courtneynguyen@example.net,2016 Toyota Kluger Grande 2WD,Toyota,2016.0,Kluger,Patterson Cheney Toyota Used Cars,USED,Automatic,-,Front,Unleaded,-,133167,Grey / Black Leather Accented,86/,9,Lisa Centre,Cruiseway,"Keysborough, VIC",-,Wagon,,,37970
Mr.,Terry,Miller,m,(03)-1651-1015,qortega@example.net,2016 Kia Sportage SI (fwd),Kia,2016.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,7.9 L / 100 km,138550,Silver / -,Level 0 ,211,Petty Round,Cruiseway,"Moorooka, QLD",4 cyl,SUV, 4 Doors, 5 Seats,18995
Mrs.,Chelsea,Crawford,f,0886742592,patriciamitchell@example.net,2006 Ford Escape XLT,Ford,2006.0,Escape,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Unleaded,12.2 L / 100 km,196193,Silver / Grey,6/,7,Hector Cul-de-sac,Courtyard,"Mount Pleasant, VIC",6 cyl,SUV, 4 Doors, 5 Seats,7990
Miss,Leslie,Robbins,f,+61-2-9840-9437,jasmine75@example.org,2011 Holden Cruze CD,Holden,2011.0,Cruze,Sedan,USED,Manual,"4 cyl, 1.8 L",Front,Unleaded,7 L / 100 km,178043,Blue / -,393/,54,James Ride,Port,"Westcourt, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,7999
,Kelly,Wilson,u,0769-7216,zwalker@example.net,2012 Holden Commodore SV6 Z-Series,Holden,2012.0,Commodore,Wagon,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,9.8 L / 100 km,140148,Red / Black,Unit 74 ,4,Julie Front,Junction,"Warrnambool, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,19990
,John,Wilson,u,02-3189-3210,josemartinez@example.net,2014 Toyota Estima Aeras Hybrid,Toyota,2014.0,Estima,Nippon Motors,USED,Automatic,-,Other,Unleaded,-,101221,White / Black,Flat 89 ,2,Green Close,Block,"Ingleburn, NSW",-,Commercial,,,35900
,Shamik,Virk,u,03 1326 4668,scott08@example.org,2013 Mazda 6 Touring,Mazda,2013.0,6,Sedan,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,6.6 L / 100 km,125874,Red / Black,47/,6,Shepherd Concourse,Ride,"Burwood, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,21690
,Joshua,Gonzalez,u,(03)04361108,freemanhannah@example.org,2017 Nissan X-Trail ST (fwd),Nissan,2017.0,X-Trail,SUV,USED,Automatic,"4 cyl, 2.5 L",Front,Unleaded,7.9 L / 100 km,61669,Red / Cloth,Unit 06 ,144,Scott Copse,Fire Track,"Robina, QLD",4 cyl,SUV, 4 Doors, 5 Seats,26900
Dr.,April,Thompson,f,6487 9397,williamsmichelle@example.org,2007 Toyota Camry Ateva,Toyota,2007.0,Camry,Sedan,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,9.9 L / 100 km,140824,Grey / Grey,Suite 901 ,1,Samuel Bypass,Thoroughfare,"Southport, QLD",4 cyl,Sedan, 4 Doors, 5 Seats,12750
Ms.,Natasha,Taylor,f,+61.414.476.242,frazierwilliam@example.net,2014 Volkswagen Amarok TDI420 Highline,Volkswagen,2014.0,Amarok,Terry's Autos,USED,Automatic,-,Other,-,-,240395,White / -,Suite 255 ,652,Smith Quad,Arcade,"Clyde, NSW",-,Ute / Tray,,,17750
,Debra,Brown,u,(07)-9874-7811,oneallisa@example.org,2012 Toyota Vellfire,Toyota,2012.0,Vellfire,Autoproject,USED,Automatic,-,Other,Premium,-,136395,Black / Black,7/,196,Melissa Thoroughfare,Retreat,"Braeside, VIC",-,Wagon,,,25888
,Brandon,Ruiz,u,0406-191-375,chasefisher@example.org,2009 Holden Commodore SV6,Holden,2009.0,Commodore,Wagon,USED,Automatic,"6 cyl, 3.6 L",Rear,Unleaded,10.3 L / 100 km,280683,Silver / -,Unit 72 ,419,Collins Arcade,Row,"Braybrook, VIC",6 cyl,Wagon, 4 Doors, 5 Seats,10688
Mrs.,Emily,Mendez,f,0235163282,kim44@example.com,2012 Nissan Patrol ST (4X4),Nissan,2012.0,Patrol,SUV,USED,Manual,"4 cyl, 3 L",4WD,Diesel,10.9 L / 100 km,238466,White / Grey,237/,836,Paige Bypass,Towers,"Beverley, SA",4 cyl,SUV, 4 Doors, 7 Seats,29990
Mrs.,Samantha,Barnes,f,+61.404.520.606,bcook@example.net,2015 Hyundai IX35 SE (fwd),Hyundai,2015.0,IX35,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.4 L / 100 km,112739,White / -,Suite 691 ,67,Ashley Garden,Circus,"Campbelltown, NSW",4 cyl,SUV, 4 Doors, 5 Seats,16950
,Stephanie,Mckenzie,u,(08) 1053 7671,rcortez@example.net,2017 Daihatsu Hijet,Daihatsu,2017.0,Hijet,Just Jap - Cars,USED,Automatic,-,Other,Unleaded,-,30,Green / -,Level 9 ,82,Scott Brae,Artery,"Kirrawee, NSW",-,Ute / Tray, 2 Seats,,27999
Dr.,Jonathan,Taylor,m,(02) 9263 9490,millergrant@example.org,2011 BMW X5 Sport,BMW,2011.0,X5,USED Dealer ad,USED,-,-,Other,Diesel,-,189177,White / -,24/,45,Martinez Garden,Pathway,"Springwood, QLD",-,Wagon,,,23990
Dr.,Jean,Faulkner,f,7881 0034,andrea41@example.org,2014 Kia Sportage SI (fwd),Kia,2014.0,Sportage,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,8.8 L / 100 km,106000,White / -,83/,2,Snyder Brace,Driveway,"Archerfield, QLD",4 cyl,SUV, 4 Doors, 5 Seats,19999
Mr.,Heer,Yogi,m,(07).6701.9328,ysmith@example.com,2014 Skoda Fabia 77 TSI Monte Carlo,Skoda,2014.0,Fabia,Hatchback,USED,Automatic,"4 cyl, 1.2 L",Front,Unleaded,5.3 L / 100 km,72737,White / -,Level 3 ,9,Chavez Ronde,Tollway,"Minchinbury, NSW",4 cyl,Hatchback, 5 Doors, 5 Seats,14995
Dr.,Jeffrey,Colon,m,10424878,timothyhawkins@example.org,2015 Hyundai Veloster SR Turbo,Hyundai,2015.0,Veloster,Hatchback,USED,Manual,"4 cyl, 1.6 L",Front,Unleaded,6.9 L / 100 km,54200,Yellow / Black,Level 6 ,338,Bell Little,Concourse,"Chermside, QLD",4 cyl,Hatchback, 3 Doors, 4 Seats,23999
Dr.,Kerri,Weber,f,+61 3 2102 5160,jennifer48@example.net,2013 Isuzu D-MAX LS-M HI-Ride (4X4),Isuzu,2013.0,D-MAX,Ute / Tray,USED,Automatic,"4 cyl, 3 L",4WD,Diesel,8.1 L / 100 km,200259,Silver / -,Level 0 ,7,Ann Piazza,Access,"Beresfield, NSW",4 cyl,Ute / Tray, 4 Doors, 5 Seats,25800
Dr.,Ms.,Kimberly,f,0419 974 313,jennifer91@example.com,2013 Ford Territory Titanium (rwd),Ford,2013.0,Territory,SUV,USED,Automatic,"6 cyl, 4 L",Rear,Unleaded,10.6 L / 100 km,154231,Silver / -,Apt. 571 ,5,George Heights,Riverway,"Slacks Creek, QLD",6 cyl,SUV, 4 Doors, 7 Seats,16990
Dr.,Michelle,Lester,f,+61 3 9857 4098,danielleperez@example.net,2017 Mitsubishi Outlander LS (4X2),Mitsubishi,2017.0,Outlander,SUV,USED,Automatic,"4 cyl, 2 L",Front,Unleaded,6.6 L / 100 km,61512,White / Black,Apt. 514 ,2,Martinez Grove,Row,"North Wollongong, NSW",4 cyl,SUV, 4 Doors, 7 Seats,25990
Dr.,Richard,Clayton,m,+61888032793,kathryn42@example.org,2013 Honda Accord VTI-L,Honda,2013.0,Accord,Sedan,USED,Automatic,"4 cyl, 2.4 L",Front,Unleaded,8.1 L / 100 km,199912,White / -,55/,5,Miller Foreshore,Piazza,"Braybrook, VIC",4 cyl,Sedan, 4 Doors, 5 Seats,16799
Dr.,Lynn,Hart,f,+61-3-3896-8352,jessica16@example.com,2016 HSV Clubsport R8 LSA,HSV,2016.0,Clubsport,Sedan,USED,Automatic,"8 cyl, 6.2 L",Rear,Premium,15 L / 100 km,29912,White / -,41/,14,Megan Promenade,Corner,"Kedron, QLD",8 cyl,Sedan, 4 Doors, 5 Seats,99990
Mr.,Nozizwe,Vundla-Mthanti,m,0470 481 056,lambertvalerie@example.org,2004 Hyundai Trajet GLS,Hyundai,2004.0,Trajet,Wagon,USED,Automatic,"6 cyl, 2.7 L",Front,Unleaded,12 L / 100 km,260718,Red / -,6/,564,Alison Elbow,Ground,"Traralgon, VIC",6 cyl,Wagon, 4 Doors, 7 Seats,6990
Dr.,Caitlin,Lynch,f,+61-436-570-202,kinghannah@example.org,2006 Subaru Impreza WRX (awd),Subaru,2006.0,Impreza,Sedan,USED,Manual,"4 cyl, 2.5 L",AWD,Unleaded,10.9 L / 100 km,193361,Silver / Grey,Flat 28 ,621,Knapp Place,Laneway,"Liverpool, NSW",4 cyl,Sedan, 4 Doors, 5 Seats,17888
Ms.,Jeanette,Harris,f,+61-2-3681-0931,ashley66@example.org,2011 Holden Commodore SS,Holden,2011.0,Commodore,Sedan,USED,Automatic,"8 cyl, 6 L",Rear,Premium,14.6 L / 100 km,291545,Green / Black,0/,2,Espinoza Crossroad,Follow,"Traralgon, VIC",8 cyl,Sedan, 4 Doors, 5 Seats,16990
Dr.,Jennifer,Dawson,f,+61-472-348-180,josephchandler@example.org,2013 Fiat 500 POP,Fiat,2013.0,500,Convertible,USED,Automatic,"4 cyl, 1.2 L",Front,Premium,5 L / 100 km,100304,Red / -,Flat 20 ,6,Lang Pathway,Row,"Mcgraths Hill, NSW",4 cyl,Convertible, 2 Doors, 4 Seats,14990
Mr.,Thomas,Hernandez,m,(02).1410.8682,bwhite@example.com,2017 Jeep Grand Cherokee Laredo (4X4),Jeep,2017.0,Grand,SUV,USED,Automatic,"6 cyl, 3 L",4WD,Diesel,7.5 L / 100 km,136541,Grey / -,81/,478,Michael Alleyway,Tarn,"Springwood, QLD",6 cyl,SUV, 4 Doors, 5 Seats,32744
,Alison,Barker,u,07 3654 4633,sanderson@example.net,2008 Mazda 2,Mazda,2008.0,2,LV's Discount Cars,USED,Automatic,-,Front,Unleaded,-,136381,Grey / -,Level 3 ,877,Thomas Circle,Run,"Underwood, QLD",-,Hatchback,,,10999
,Kenneth,Lawson,u,+61-2-0776-9702,sheenaperkins@example.net,2013 Nissan Micra ST,Nissan,2013.0,Micra,Hatchback,USED,Manual,"3 cyl, 1.2 L",Front,Unleaded,5.9 L / 100 km,72982,White / -,537/,52,Chan Parkway,Mew,"Strathalbyn, SA",3 cyl,Hatchback, 5 Doors, 5 Seats,10990
